Data
"Rancang Bangun Sistem Customer Relationship Management (CRM) Pada Toko Buku Qudsi Malang Menggunakan Metode Prototyping	"
"Rancang Bangun Sistem E-CRM (Electronic Customer Relationship Management) (Studi Kasus : Toko Buku Togamas Malang).	"
"Rancang Bangun Sistem Informasi Manajemen Kepegawaian untuk Penggajian pada PT. Gandapahala Taraperkasa berbasis aplikasi WEB.	"
"Rancang Bangun Sistem Informasi Pariwisata Berbasis Augmented Reality pada Smartphone Android.	"
"Rancang Bangun Sistem Manajemen Pengunjung Laboratorium Program Teknologi Informasi dan Ilmu Komputer (PTIIK) Berbasis Pengenalan Wajah.	"
"Rancang Bangun Sistem Navigasi Antar Smartphone Berbasis Android dengan Google App Engine.	"
"Rancang Bangun Sistem Rekomendasi Kuliner Kota Malang Dengan Berbasis Web Menggunakan Metode Weighted Product	"
"Sentiment Analysis pada Review Barang Berbahasa Indonesia dengan Metode K-Nearest Neighbor (K-NN).	"
"Sistem Pakar Berbasis Web Untuk Identifikasi Hama Penyakit Pada Budidaya Tanaman Jamur Menggunakan Metode Certainty Factor	"
"Sistem Pakar Diagnosa Penyakit Demam Berdarah Menggunakan Metode Naive Bayes dan Certainty Factor.	"
"Sistem Pakar Diagnosa Penyakit Kulit Pada Anak Menggunakan Metode Certainty Factor.	"
"Sistem Pakar Diagnosa Penyakit Kulit pada Anak Menggunakan Metode Naïve Bayes	"
"Sistem Pakar Diagnosa Penyakit Sapi Potong dengan Metode Naive Bayes.	"
"Sistem Pakar Pencegahan Dini terhadap Kanker Serviks Berdasarkan Faktor Resiko Menggunakan Metode Certainty Factor Berbasis Mobile Web	"
"Sistem Pakar Pendeteksi Hama dan Penyakit Tanaman Mangga dengan Metode Demspter-Shafer.	"
"Sistem Pelaporan Dan Peramalan Penjualan Gula Dengan Mengimplementasikan Metode Exponential Smoothing Pada eknologi Rolap (Studi Kasus pada PT PG Candi Baru Sidoarjo)	"
"Sistem Pendukung Keputusan Pemilihan Alat Transportasi Umum Kota Malang Berdasar Jalur Terpendek dengan Menggunakan Algoritma Floyd-Warshall	"
"Sistem Pendukung Keputusan Pemilihan Atlet yang Layak Masuk Tim Pencak Silat Dengan Metode Simple Additive Weighting (SAW).	"
"Sistem Pendukung Keputusan Pemilihan Bidang Studi di Perguruan Tinggi Menggunakan Metode Analytic Network Process (ANP).	"
"Sistem Pendukung Keputusan Pemilihan Calon Pegawai Marketing Dengan Menggunakan Metode Promethee (Studi Kasus Pusat Layanan Psikologi (Plp) Umm Malang)	"
"Sistem Pendukung Keputusan Pemilihan Simplisia Nabati Terhadap Indikasi Gangguan Kesehatan Menggunakan Metode Analytic Hierarchy Process - The Technique for Order of Preference by Similarity to Ideal	"
"Sistem Pendukung Keputusan Penentuan Kelayakan Pengisian Bibit Ayam Broiler Dikandang Peternak Menggunakan Metode AHP dan TOPSIS	"
"Sistem Pendukung Keputusan Penentuan Obat Perawatan Kulit Wajah Menggunakan Metode Fuzzy-Simple Additive Weighting (F-SAW).	"
"Sistem Pendukung Keputusan Penetapan Calon Peserta Sertifikasi Guru Sekolah Dasar Menggunakan Metode Analytical Hierarchy Process ( AHP ) (Studi Kasus : Uptd Cabang Dinas Pendidikan Buduran)	"
"Sistem Pendukung Keputusan Rekomendasi Peringkat Asuransi Kesehatan Menggunakan Metode Analytic Network Process (ANP) dan Technique For Others Preference By Similarity Ideal Solution (TOPSIS) Studi Ka	"
"Sistem Pendukung Keputusan Seleksi Penerimaan Asisten Praktikum Menggunakan Metode Profile Matching (Studi Kasus Prodi Teknik Informatika Universitas Brawijaya)	"
"Sistem Pendukung Keputusan Seleksi Penerimaan Pegawai MKS (Mikro Kredit Sales) Menggunakan Fuzzy Simple Additive Weighting (Studi Kasus: Bank Mandiri Cab. Tulungagung).	"
"Sistem Pendukung Keputusan untuk Proses Penentuan Rumah Tangga Miskin Menggunakan Metode Weighted Product.	"
